row_idx_in_train,smiles,solvent,empeakwavs_max
481,CCCCCCCC[NH+]1c2ccc(C(=O)O)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc4c(c3)Sc3cc(OC[C@@H](CC)CCCC)ccc3N4CCCCCC)s2)[C@@H]1[O-],C1CCOC1,775.0
410,c1ccc(N(c2ccccc2)c2ccc3c(c2)[nH]c2cc(-c4ccncc4)ccc23)cc1,C1COCCO1,423.0
69,N#C/C(=C\c1c(F)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1F)C(=O)O,C1CCOC1,620.0
284,CCCCCCCCCCCCN(c1ccc(-c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)s2)cc1)c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,ClCCl,635.0
155,N#CC(=Cc1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3nsnc23)s1)C(=O)O,C1CCOC1,557.0
188,CCCCC(CC)COc1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nsnc45)ccc32)cc1,C1CCOC1,595.0
517,CCCCn1c2cc(-c3ccc(C4=C5C=CC(c6ccc(-c7ccncc7)s6)=[N+]5[B-](F)(F)n5c4ccc5-c4ccc(-c5ccncc5)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1COCCO1,696.0
149,CCN(CC)c1ccc(/C=C/C(=O)O)cc1,CCO,543.0
124,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(-c3ccc(C#Cc4ccc(C=C(C#N)C(=O)O)cc4)s3)s2)cc1,ClCCl,540.0
405,N#CC(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)C(=O)O,CC#N,527.0
494,CCCCn1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc2c(-c3ccc(/C=C(\C#N)C(=O)O)cc3)ccc(-c3ccc(/C=C(\C#N)C(=O)O)cc3)c21,C1CCOC1,452.0
244,CSC1=C(SC)SC(=Cc2ccc(N(c3ccccc3)c3ccc(/C=C(/C#N)C(=O)O)cc3)cc2)S1,CO,532.0
369,COc1ccc(-c2sc(-c3ccc(C=C(C#N)C(=O)O)s3)nc2OC)cc1,C1CCOC1,599.0
352,CC1(C)CCN2CCC(C)(C)c3c2c1cc1cc(-c2ccc(-c4ccc(C(=O)O)cc4)cc2)c(=O)oc31,CC#N,509.0
384,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3c4ccccc4c(C#Cc4ccc(/C=C(\C#N)C(=O)O)s4)c4ccccc34)cc2)cc1,ClCCl,630.0
316,CC1CC(C)(C)N(C)c2ccc(-c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)s4)s3)cc21,CCO,652.0
512,CCCCCCN1c2ccccc2Sc2cc(/C=C(/C#N)C(=O)O)ccc21,ClCCl,650.0
395,CCCCn1c(-c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,624.0
271,CCCCC1(CCCC)c2ccccc2-c2ccc(N3c4ccc(-c5ccc(/C=c6/sc(=O)n(CC(=O)O)/c6=c6\sc(=C(C#N)C#N)n(CCCCCCCC(=O)O)c6=O)s5)cc4C4CCCC43)cc21,ClC(Cl)Cl,656.0
141,COc1ccc(N(c2ccc(C#Cc3c4ccccc4c(-c4ccc(/C=C(\C#N)C(=O)O)cc4)c4ccccc34)cc2)c2ccc(OC)cc2)cc1,ClCCl,632.0
318,CCCCCCCCCCCCN(c1ccc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)s2)cc1)c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,ClCCl,630.0
399,CCCCCCc1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc2-3)sc1/C=C(/C#N)C(=O)O,ClC(Cl)Cl,666.0
457,CCCCCCn1cc(/C=C(/C#N)c2ccc(C=C(C#N)C(=O)O)s2)c2ccccc21,ClC(Cl)Cl,577.0
19,N#C/C(=C/c1ccc(-c2ccc(N(c3ccc(-c4cccs4)cc3)c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc3)cc2)s1)C(=O)O,CN(C)C=O,557.0
412,CCN(CC)c1ccc(/C=C2/SC(=S)N(CC(=O)O)C2=O)cc1,CCO,557.0
56,CCCCN1c2ccccc2Sc2cc(-c3nc4c(-c5ccc(/C=C(\C#N)C(=O)O)s5)ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c4n3CCCC)ccc21,C1CCOC1,513.0
442,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c3nsnc23)s1)C(=O)O,C1CCOC1,745.0
291,CCCCn1c2ccc(-c3ccc(-c4ccncc4)s3)cc2c2cc(-c3ccc(-c4ccncc4)s3)ccc21,C1COCCO1,448.0
447,N#C/C(=C/c1ccc(N(c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)C(=O)O,ClCCl,530.0
346,N#CC(C#N)=c1[nH]c(=O)/c(=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,CCO,548.0
456,N#C/C(=C/c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,C1CCOC1,568.0
501,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccc6cc(C=O)c(=O)[nH]c6c5)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,597.0
208,CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)cc3)ccc21,ClCCl,653.0
25,CCn1c2ccc(-c3ccncc3)cc2c2cc(-c3ccncc3)ccc21,C1CCOC1,387.0
383,CCCCCCc1cc(-c2sc(-c3sc(/C=C(\C#N)C(=O)O)cc3CCCCCC)cc2CCCCCC)sc1-c1ccc2c(c1)c1ccccc1n2CC,ClC(Cl)Cl,598.0
301,N#C/C(=C\c1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2sc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,ClCCl,619.0
502,CCCCCCCCCCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5CCCCCCCCCCCC)c4nn(CCCCCCCC)nc34)ccc21,CCO,613.0
42,CCCCCCN1c2ccc(C=C3SC(SC)=C(SC)S3)cc2Sc2cc(C=C(C#N)C(=O)O)ccc21,ClCCl,635.0
360,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(/C=C(\C#N)C(=O)O)sc2-c2sc(-c3ccc4c(c3)Sc3ccccc3N4CCCC)cc21,ClCCl,610.0
255,N#CC(=Cc1ccc(-c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O,C1CCOC1,570.0
195,CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(SCCCCCC)=C(SCCCCCC)S3)c3cc(C#Cc4ccc(/C=C(\C#N)C(=O)O)s4)ccc23)S1,ClCCl,570.0
332,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)Sc3cc(-c5ccc(C#Cc6ccc(C(=O)O)cc6)s5)ccc3N4c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,CN(C)C=O,555.0
329,CCCCCCN1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,C1CCOC1,510.0
154,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccc6cc(C(=O)O)c(=O)[nH]c6c5)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,587.0
126,CCCCN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)O)C3=O)ccc21,ClCCl,689.0
298,CCN(CC)c1ccc2c(c1)OC1=NC(c3ccc(C(=O)O)cc3)n3c(nc4ccccc43)C1=C2,CS(C)=O,503.0
386,c1ccc(N(c2ccccc2)c2ccc3c(c2)[nH]c2cc(-c4ccc(-c5ccncc5)s4)ccc23)cc1,C1COCCO1,465.0
174,CCCCCCn1c2ccccc2c2cc(-c3nc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)c(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)[nH]3)ccc21,C1CCOC1,585.0
31,Cc1ccc(N2c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3[C@@H]3CCC[C@H]32)cc1,C1CCOC1,603.0
113,CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)ccc43)cc21,CCO,595.0
531,CC1(C)C(/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccccc21,ClC(Cl)Cl,581.0
173,CCCCCCCCN1C(=O)/C(=c2\s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,641.0
272,COc1nc(-c2ccc(C=C(C#N)C(=O)O)s2)sc1-c1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1,C1CCOC1,611.0
322,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,ClC(Cl)Cl,680.0
57,N#CC(C#N)=Cc1sc(-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2)c2c1OCCO2,CN(C)C=O,666.0
278,CCCCCCOc1cc(OCCCCCC)cc(-n2c3cc(C4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)sc3c3sc(-c4cc5c(s4)c4sc(/C=C(\C#N)C(=O)O)cc4n5-c4ccc(OCCCCCC)cc4OCCCCCC)cc32)c1,ClCCl,533.0
24,CCCCN1c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)cc3)cc2Sc2cc(-c3nc4ccccc4n3-c3ccccc3)ccc21,C1CCOC1,539.0
17,N#C/C(=C\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)S(=O)(=O)O,ClCCl,548.0
542,N#C/C(=C\c1cc2sc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2s1)C(=O)O,CN(C)C=O,628.0
66,O=[N+]([O-])C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,520.0
530,CC1CC(C)(C)N(C)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc21,CCO,594.0
286,COc1ccc(N2c3ccc(/C=C(\C#N)C(=O)O)cc3Oc3cc(/C=C(\C#N)C(=O)O)ccc32)cc1,C1CCOC1,554.0
540,CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)Sc3ccccc3N4c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)c3nsnc23)sc1/C=C(\C#N)C(=O)O,ClC(Cl)Cl,572.0
275,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-n3cc(SC#N)c4cc(-c5cc(C)c(/C=C(\C#N)C(=O)O)s5)ccc43)cc2)cc1,ClC(Cl)Cl,606.0
463,CC1CC(C)(C)N(C)c2ccc(C=Cc3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)s4)s3)cc21,CCO,615.0
465,CCCCN1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2Sc2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)cc4)c4nsnc34)ccc21,C1CCOC1,554.0
94,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)Sc3cc(-c5ccc(C#Cc6cc(-c7cccc(C(=O)O)c7)cc(-c7cccc(C(=O)O)c7)c6)s5)ccc3N4c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,CN(C)C=O,556.0
180,CCCCCCCCN1c2ccccc2Oc2cc(-c3ccc(/C=C(\C#N)C(=O)O)o3)ccc21,ClCCl,626.0
398,N#CC(=Cc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1)C(=O)O,C1CCOC1,536.0
92,CCC1(CC)c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)o4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,526.0
23,CCn1c(-c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3CC)c3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,543.0
287,CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc21,ClCCl,704.0
310,O=C(O)C=Cc1ccc(N(c2ccccc2)c2ccc(C=CC(=O)O)cc2)cc1,CN(C)C=O,501.0
268,CCCCCCCCn1c(=C(C#N)C#N)s/c(=c2/c(=C\c3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc5c(c4)C(CCCC)(CCCC)c4ccccc4-5)s3)sc(=O)n2CCCCCCCC)c1=O,ClC(Cl)Cl,641.0
5,CC1(C)C(c2ccc(/C=C(\C#N)C(=O)O)s2)=Nc2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,621.0
116,COc1ccc2c(c1)Sc1cc(OC)ccc1N2c1ccc(-c2ccc(/C=C(\C#N)C(=O)O)s2)cc1,CC#N,572.0
45,CCCCN(CCCC)c1ccc2c(c1)OC1=NC(c3ccc(O)c(C(=O)O)c3)n3c(nc4ccccc43)C1=C2,CS(C)=O,502.0
248,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,673.0
334,N#CC(=Cc1ccc(-c2ccc(-c3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O,ClC(Cl)Cl,701.0
436,CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(N(C)CCOC(=O)CCC(=O)Oc4ccc5c(=C(C#N)C#N)c6cc(O)ccc6c(=C(C#N)C#N)c5c4)cc3)C2[O-])cc1,ClC(Cl)Cl,655.0
16,C(=C/c1nc2ccccc2s1)\c1ccc(Cn2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(Cc6ccc(/C=C/c7nc8ccccc8s7)cc6)nn5)cc4)cc3)nn2)cc1,CN(C)C=O,405.0
48,CCC1(CC)c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc21,C1CCOC1,538.0
355,CCCCCCn1c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)cc2c2cc(-c3ccc(/C=C(/C#N)C(=O)O)o3)ccc21,CN(C)C=O,486.0
423,CCCCCCN1c2ccccc2Sc2cc(-c3ccc4c(c3)Sc3cc(-c5ccc6c(c5)Sc5cc(/C=C(\C#N)C(=O)O)ccc5N6CCCCCC)ccc3N4CCCCCC)ccc21,ClCCl,675.0
3,O=[N+]([O-])C=Cc1ccc(N(c2ccccc2)c2ccc(C=C[N+](=O)[O-])cc2)cc1,CN(C)C=O,561.0
367,N#C/C(=C\c1c(F)cc(/C=C/c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)cc1F)C(=O)O,C1CCOC1,611.0
432,CCCCn1c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)cc21,ClCCl,578.0
60,N#CC(=Cc1ccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)s1)C(=O)O,ClC(Cl)Cl,555.0
196,CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc3c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4n(CCCC)c3c2)cc1,ClCCl,565.0
331,CCCCCCCCN(CCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)cc3)c3ccccc23)cc1,C1CCOC1,603.0
537,CCCCCCCC[NH+]1c2ccc(C(=O)O)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2cc3sc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4N5CCCCCC)cc3s2)[C@@H]1[O-],C1CCOC1,750.0
110,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=C(C#N)C(=O)O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,545.0
528,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1nc2ccc(C(=O)O)cc2[nH]1,CN(C)C=O,489.0
312,Cc1ccc(N2c3ccc(/C=C/c4ccc(C=C(C#N)C(=O)O)s4)cc3[C@@H]3CCC[C@H]32)cc1,C1CCOC1,629.0
29,CCCCCCn1c2ccc(/C=C(\C#N)C(=O)O)cc2c2cc(-c3ccc(C=C(c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c4ccc(N5c6ccccc6Sc6ccccc65)cc4)cc3)ccc21,ClCCl,538.0
521,CCCCCCOc1ccc(-c2ccc3c(c2)Sc2cc(/C=C(\C#N)C(=O)O)ccc2N3c2ccc(OCCCCCC)cc2)cc1,C1CCOC1,613.0
225,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c4c(F)c(F)c(-c5ccc(C(=O)O)cc5)c5nsnc45)sc2-3)cc1,ClC(Cl)Cl,689.0
515,CCCCCCn1c(-c2ccc3c(c2)c2ccccc2n3CCCCCC)nc(-c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)cc2)c1-c1ccc(-c2ccc(/C=C(/C#N)C(=O)O)s2)cc1,C1CCOC1,562.0
26,CCCCCCn1c2ccccc2c2cc(-c3ccc(/C=C4\SC(=S)N(CC(=O)O)C4=O)cc3)ccc21,ClC(Cl)Cl,550.0
7,CCCCn1c2ccc(C#Cc3ccc(/C=C(\C#N)C(=O)O)s3)cc2c2nc3ccccc3nc21,C1CCOC1,520.0
181,Cc1ccc(N2c3ccc(-c4ncc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nsnc45)cc3C3CCCC32)cc1,ClC(Cl)Cl,752.0
50,O=C(O)CN1C(=O)/C(=C/c2ccc(N(c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)SC1=S,ClCCl,543.0
108,CN1/C(=C/C=C/C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(CC(=O)O)ccc21,CCO,665.0
229,CCCCCC1(CCCCC)COc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc(-c3nc4sc(-c5sc(-c6sc(C=C(C#N)C(=O)O)c7c6OCCO7)c6c5OCC(CCCCC)(CCCCC)CO6)nc4s3)c2OC1,C1CCOC1,636.0
37,N#C/C(=C\c1ccc(-c2cc3c4ccccc4n4c5ccccc5c(c2)c34)s1)C(=O)O,ClCCl,476.0
157,CCCCN(CCCC)c1ccc([C+]2C([O-])[C+](c3ccc(N(C)CCOC(=O)CCc4cc(=C(C#N)C#N)ccc4=C(C#N)C#N)cc3)C2[O-])cc1,ClC(Cl)Cl,656.0
237,N#CC(=Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,C1CCOC1,570.0
